season,race,position,driver,team,time,points_earned,weather,laps
5,7,16,Alpha_Primus,TurboToast Racing,44157.11528147156,0,Sunny,73
5,7,17,Eta_Septimus,Crashout Formula One,47876.18934003201,0,Sunny,73
5,7,18,Pi_Sedecim,Spanky's Fast Cars,47876.19082955805,0,Sunny,73
5,7,19,Upsilon_Vicesimus,Spanky's Fast Cars,54052.66626307388,0,Sunny,73
5,7,20,Epsilon_Quintus,Lag's 200 Ping Power,55322.39943663931,0,Sunny,73
5,8,1,Omicron_Quindecim,B2B SaaS Motorsport,3598.2674539904697,25,Sunny,52
5,8,2,Lambda_Undecimus,Tapped In Team,3600.8873636013604,18,Sunny,52
5,8,3,Rho_Septendecim,Tapped In Team,3601.4452697261936,15,Sunny,52
5,8,4,Pi_Sedecim,Spanky's Fast Cars,3601.6298395368585,12,Sunny,52
5,8,5,Alpha_Primus,TurboToast Racing,3606.5283497053874,10,Sunny,52
5,8,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,3607.6946167724177,8,Sunny,52
5,8,7,Eta_Septimus,Crashout Formula One,3609.127967125925,6,Sunny,52
5,8,8,Mu_Duodecimus,Boba Tea Gnarly Automotives,3610.3249183718076,4,Sunny,52
5,8,9,Zeta_Sextus,Lag's 200 Ping Power,4959.530430457741,2,Sunny,52
5,8,10,Beta_Secundus,Red Velvet Racing,4992.900250928707,1,Sunny,52
5,8,11,Upsilon_Vicesimus,Spanky's Fast Cars,5009.572407332183,0,Sunny,52
5,8,12,Delta_Quartus,DNF Finishers,5047.850140559281,0,Sunny,52
5,8,13,Nu_Tredecimus,B2B SaaS Motorsport,5057.655320222806,0,Sunny,52
5,8,14,Sigma_Duodevicesimus,TurboToast Racing,5058.348406493588,0,Sunny,52
5,8,15,Iota_Nonus,DNF Finishers,5092.964983045289,0,Sunny,52
5,8,16,Kappa_Decimus,Red Velvet Racing,5094.940389270001,0,Sunny,52
5,8,17,Tau_Undevicesimus,Crashout Formula One,5166.696268027801,0,Sunny,52
5,8,18,Theta_Octavus,LDCMWEBLGTBWLS,5187.586235820453,0,Sunny,52
5,8,19,Gamma_Tertius,Boba Tea Gnarly Automotives,5461.758665826327,0,Sunny,52
5,8,20,Epsilon_Quintus,Lag's 200 Ping Power,10116.441522353554,0,Sunny,52
5,9,1,Theta_Octavus,LDCMWEBLGTBWLS,6509.507976371364,25,Unknown,77
5,9,2,Beta_Secundus,Red Velvet Racing,6525.301739676124,18,Unknown,77
5,9,3,Tau_Undevicesimus,Crashout Formula One,6525.306579227722,15,Unknown,77
5,9,4,Kappa_Decimus,Red Velvet Racing,6525.59621370869,12,Unknown,77
5,9,5,Upsilon_Vicesimus,Spanky's Fast Cars,6526.2149625088805,10,Unknown,77
5,9,6,Zeta_Sextus,Lag's 200 Ping Power,6534.037413413821,8,Unknown,77
5,9,7,Iota_Nonus,DNF Finishers,6534.226598428373,6,Unknown,77
5,9,8,Delta_Quartus,DNF Finishers,6536.064710681488,4,Unknown,77
5,9,9,Sigma_Duodevicesimus,TurboToast Racing,6536.187878447511,2,Unknown,77
5,9,10,Pi_Sedecim,Spanky's Fast Cars,6537.983402083048,1,Unknown,77
5,9,11,Lambda_Undecimus,Tapped In Team,6543.047980228842,0,Unknown,77
5,9,12,Eta_Septimus,Crashout Formula One,6543.182576225467,0,Unknown,77
5,9,13,Epsilon_Quintus,Lag's 200 Ping Power,6545.726909293311,0,Unknown,77
5,9,14,Gamma_Tertius,Boba Tea Gnarly Automotives,6546.006900742158,0,Unknown,77
5,9,15,Omicron_Quindecim,B2B SaaS Motorsport,19328.39849135406,0,Unknown,77
5,9,16,Nu_Tredecimus,B2B SaaS Motorsport,19508.780850627954,0,Unknown,77
5,9,17,Mu_Duodecimus,Boba Tea Gnarly Automotives,45641.17116138158,0,Unknown,77
5,9,18,Rho_Septendecim,Tapped In Team,60394.18433201486,0,Unknown,77
5,9,19,Alpha_Primus,TurboToast Racing,60394.29332573044,0,Unknown,77
5,9,20,Xi_Quattuordecim,LDCMWEBLGTBWLS,74237.50506733064,0,Unknown,77
5,10,1,Tau_Undevicesimus,Crashout Formula One,6433.358670408161,25,Unknown,76
5,10,2,Kappa_Decimus,Red Velvet Racing,6437.000021196728,18,Unknown,76
5,10,3,Upsilon_Vicesimus,Spanky's Fast Cars,6437.6413190796575,15,Unknown,76
5,10,4,Beta_Secundus,Red Velvet Racing,6439.0790028245,12,Unknown,76
5,10,5,Zeta_Sextus,Lag's 200 Ping Power,6441.48693950295,10,Unknown,76
5,10,6,Iota_Nonus,DNF Finishers,6445.6709543085435,8,Unknown,76
5,10,7,Sigma_Duodevicesimus,TurboToast Racing,6446.120000129099,6,Unknown,76
5,10,8,Alpha_Primus,TurboToast Racing,6447.494878734317,4,Unknown,76
5,10,9,Xi_Quattuordecim,LDCMWEBLGTBWLS,6450.191506073294,2,Unknown,76
5,10,10,Delta_Quartus,DNF Finishers,6453.604159700259,1,Unknown,76
5,10,11,Lambda_Undecimus,Tapped In Team,6454.694824156395,0,Unknown,76
5,10,12,Eta_Septimus,Crashout Formula One,6455.563414573403,0,Unknown,76
5,10,13,Omicron_Quindecim,B2B SaaS Motorsport,6462.495937984321,0,Unknown,76
5,10,14,Rho_Septendecim,Tapped In Team,6462.643572174113,0,Unknown,76
5,10,15,Epsilon_Quintus,Lag's 200 Ping Power,6468.940074223079,0,Unknown,76
5,10,16,Nu_Tredecimus,B2B SaaS Motorsport,6636.820953088933,0,Unknown,76
5,10,17,Pi_Sedecim,Spanky's Fast Cars,18319.338070797938,0,Unknown,76
5,10,18,Mu_Duodecimus,Boba Tea Gnarly Automotives,18319.404510466964,0,Unknown,76
5,10,19,Gamma_Tertius,Boba Tea Gnarly Automotives,21065.997100831384,0,Unknown,76
5,10,20,Theta_Octavus,LDCMWEBLGTBWLS,69549.54863047476,0,Unknown,76
6,1,1,Rho_Septendecim,Tapped In Team,5632.097417733107,25,Wet,76
6,1,2,Eta_Septimus,Crashout Formula One,6301.282654075532,18,Wet,76
6,1,3,Epsilon_Quintus,Lag's 200 Ping Power,6552.142766278379,15,Wet,76
6,1,4,Gamma_Tertius,Boba Tea Gnarly Automotives,6575.151139766349,12,Wet,76
6,1,5,Xi_Quattuordecim,LDCMWEBLGTBWLS,6666.293187269441,10,Wet,76
6,1,6,Alpha_Primus,TurboToast Racing,6667.1613268749325,8,Wet,76
6,1,7,Iota_Nonus,DNF Finishers,6686.289318405191,6,Wet,76
6,1,8,Delta_Quartus,DNF Finishers,6713.1325888646015,4,Wet,76
6,1,9,Sigma_Duodevicesimus,TurboToast Racing,6725.145117570155,2,Wet,76
6,1,10,Zeta_Sextus,Lag's 200 Ping Power,6755.39430810519,1,Wet,76
6,1,11,Tau_Undevicesimus,Crashout Formula One,6769.614291397217,0,Wet,76
6,1,12,Upsilon_Vicesimus,Spanky's Fast Cars,6821.152823632884,0,Wet,76
6,1,13,Theta_Octavus,LDCMWEBLGTBWLS,6822.658119729739,0,Wet,76
6,1,14,Beta_Secundus,Red Velvet Racing,6837.4734901881475,0,Wet,76
6,1,15,Lambda_Undecimus,Tapped In Team,7039.3283574951465,0,Wet,76
6,1,16,Kappa_Decimus,Red Velvet Racing,7262.860620826708,0,Wet,76
6,1,17,Mu_Duodecimus,Boba Tea Gnarly Automotives,54076.45302728799,0,Wet,76
6,1,18,Pi_Sedecim,Spanky's Fast Cars,54116.84814346956,0,Wet,76
6,1,19,Omicron_Quindecim,B2B SaaS Motorsport,60784.43279267353,0,Wet,76
6,1,20,Nu_Tredecimus,B2B SaaS Motorsport,60911.4292280823,0,Wet,76
6,2,1,Theta_Octavus,LDCMWEBLGTBWLS,5726.123479544349,25,Unknown,68
6,2,2,Tau_Undevicesimus,Crashout Formula One,5738.034026579714,18,Unknown,68
6,2,3,Upsilon_Vicesimus,Spanky's Fast Cars,5741.8532389432075,15,Unknown,68
6,2,4,Zeta_Sextus,Lag's 200 Ping Power,5745.862451686926,12,Unknown,68
6,2,5,Iota_Nonus,DNF Finishers,5748.098875059319,10,Unknown,68
6,2,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,5749.877981932536,8,Unknown,68
6,2,7,Sigma_Duodevicesimus,TurboToast Racing,5753.145105039339,6,Unknown,68
6,2,8,Alpha_Primus,TurboToast Racing,5756.445521101696,4,Unknown,68
6,2,9,Lambda_Undecimus,Tapped In Team,5756.920083403551,2,Unknown,68
6,2,10,Gamma_Tertius,Boba Tea Gnarly Automotives,5761.09790479695,1,Unknown,68
6,2,11,Omicron_Quindecim,B2B SaaS Motorsport,5766.559458539526,0,Unknown,68
6,2,12,Rho_Septendecim,Tapped In Team,5768.505557407574,0,Unknown,68
6,2,13,Epsilon_Quintus,Lag's 200 Ping Power,5768.864399697297,0,Unknown,68
6,2,14,Nu_Tredecimus,B2B SaaS Motorsport,5938.480969784424,0,Unknown,68
6,2,15,Eta_Septimus,Crashout Formula One,33881.842073545726,0,Unknown,68
6,2,16,Kappa_Decimus,Red Velvet Racing,42173.966741457356,0,Unknown,68
6,2,17,Pi_Sedecim,Spanky's Fast Cars,42174.08333224157,0,Unknown,68
6,2,18,Mu_Duodecimus,Boba Tea Gnarly Automotives,52319.15611414214,0,Unknown,68
6,2,19,Beta_Secundus,Red Velvet Racing,63393.71326409235,0,Unknown,68
6,2,20,Delta_Quartus,DNF Finishers,63393.90864328645,0,Unknown,68
6,3,1,Theta_Octavus,LDCMWEBLGTBWLS,3590.6410218207707,25,Unknown,46
6,3,2,Tau_Undevicesimus,Crashout Formula One,3657.685718927112,18,Unknown,46
6,3,3,Beta_Secundus,Red Velvet Racing,3713.57070076492,15,Unknown,46
6,3,4,Upsilon_Vicesimus,Spanky's Fast Cars,3718.2438239558296,12,Unknown,46
6,3,5,Iota_Nonus,DNF Finishers,3740.5183359998655,10,Unknown,46
6,3,6,Kappa_Decimus,Red Velvet Racing,3748.9837324845535,8,Unknown,46
6,3,7,Zeta_Sextus,Lag's 200 Ping Power,3765.090347532079,6,Unknown,46
6,3,8,Xi_Quattuordecim,LDCMWEBLGTBWLS,3811.1734456670097,4,Unknown,46
6,3,9,Sigma_Duodevicesimus,TurboToast Racing,3814.2636354031238,2,Unknown,46
6,3,10,Delta_Quartus,DNF Finishers,3817.195772787748,1,Unknown,46
6,3,11,Lambda_Undecimus,Tapped In Team,3819.9866958434473,0,Unknown,46
6,3,12,Gamma_Tertius,Boba Tea Gnarly Automotives,3844.171429952969,0,Unknown,46
6,3,13,Epsilon_Quintus,Lag's 200 Ping Power,3852.181997708331,0,Unknown,46
6,3,14,Omicron_Quindecim,B2B SaaS Motorsport,3855.208044185879,0,Unknown,46
6,3,15,Rho_Septendecim,Tapped In Team,3859.2554091727825,0,Unknown,46
6,3,16,Nu_Tredecimus,B2B SaaS Motorsport,4034.6485587134207,0,Unknown,46
6,3,17,Eta_Septimus,Crashout Formula One,4711.783578627951,0,Unknown,46
6,3,18,Alpha_Primus,TurboToast Racing,5586.181806278308,0,Unknown,46
6,3,19,Mu_Duodecimus,Boba Tea Gnarly Automotives,27547.283867518,0,Unknown,46
6,3,20,Pi_Sedecim,Spanky's Fast Cars,33087.13601428431,0,Unknown,46
6,4,1,Beta_Secundus,Red Velvet Racing,3028.0718595555823,25,Unknown,39
6,4,2,Theta_Octavus,LDCMWEBLGTBWLS,3029.4456949106766,18,Unknown,39
6,4,3,Upsilon_Vicesimus,Spanky's Fast Cars,3029.470159545247,15,Unknown,39
6,4,4,Kappa_Decimus,Red Velvet Racing,3029.8681210942273,12,Unknown,39
6,4,5,Iota_Nonus,DNF Finishers,3030.557919827489,10,Unknown,39
6,4,6,Mu_Duodecimus,Boba Tea Gnarly Automotives,3054.468663354384,8,Unknown,39
6,4,7,Alpha_Primus,TurboToast Racing,3060.301589451872,6,Unknown,39
6,4,8,Eta_Septimus,Crashout Formula One,3082.741256720624,4,Unknown,39
6,4,9,Sigma_Duodevicesimus,TurboToast Racing,3093.8352267331043,2,Unknown,39
6,4,10,Xi_Quattuordecim,LDCMWEBLGTBWLS,3094.9878214613827,1,Unknown,39
6,4,11,Delta_Quartus,DNF Finishers,3104.359022630089,0,Unknown,39
6,4,12,Lambda_Undecimus,Tapped In Team,3107.4411982717315,0,Unknown,39
6,4,13,Gamma_Tertius,Boba Tea Gnarly Automotives,3163.599456453445,0,Unknown,39
6,4,14,Epsilon_Quintus,Lag's 200 Ping Power,3190.783879664788,0,Unknown,39
6,4,15,Omicron_Quindecim,B2B SaaS Motorsport,3200.1773008132664,0,Unknown,39
6,4,16,Rho_Septendecim,Tapped In Team,3218.0634351654962,0,Unknown,39
6,4,17,Nu_Tredecimus,B2B SaaS Motorsport,3365.6699169940825,0,Unknown,39
6,4,18,Tau_Undevicesimus,Crashout Formula One,7641.1758478545535,0,Unknown,39
6,4,19,Zeta_Sextus,Lag's 200 Ping Power,28856.904479370653,0,Unknown,39
6,4,20,Pi_Sedecim,Spanky's Fast Cars,36237.9087653637,0,Unknown,39
6,5,1,Upsilon_Vicesimus,Spanky's Fast Cars,2790.294537838815,25,Unknown,36
6,5,2,Kappa_Decimus,Red Velvet Racing,2790.9147540245363,18,Unknown,36
6,5,3,Iota_Nonus,DNF Finishers,2795.152015371885,15,Unknown,36
6,5,4,Mu_Duodecimus,Boba Tea Gnarly Automotives,2795.280721904615,12,Unknown,36
6,5,5,Eta_Septimus,Crashout Formula One,2795.680721570644,10,Unknown,36
6,5,6,Zeta_Sextus,Lag's 200 Ping Power,2795.7391576972886,8,Unknown,36
6,5,7,Beta_Secundus,Red Velvet Racing,2796.1989213374586,6,Unknown,36
6,5,8,Tau_Undevicesimus,Crashout Formula One,2796.3092903139377,4,Unknown,36
6,5,9,Alpha_Primus,TurboToast Racing,2796.928872603664,2,Unknown,36
6,5,10,Xi_Quattuordecim,LDCMWEBLGTBWLS,2796.9549491805687,1,Unknown,36
6,5,11,Theta_Octavus,LDCMWEBLGTBWLS,2797.56671708578,0,Unknown,36
6,5,12,Lambda_Undecimus,Tapped In Team,2798.080565469963,0,Unknown,36
6,5,13,Delta_Quartus,DNF Finishers,2798.6691666797824,0,Unknown,36
6,5,14,Sigma_Duodevicesimus,TurboToast Racing,2802.201945443048,0,Unknown,36
6,5,15,Pi_Sedecim,Spanky's Fast Cars,2805.3564549059993,0,Unknown,36
6,5,16,Gamma_Tertius,Boba Tea Gnarly Automotives,2840.769578098012,0,Unknown,36
6,5,17,Epsilon_Quintus,Lag's 200 Ping Power,2878.5497652417016,0,Unknown,36
6,5,18,Omicron_Quindecim,B2B SaaS Motorsport,2892.0976949298206,0,Unknown,36
6,5,19,Rho_Septendecim,Tapped In Team,2921.232369416296,0,Unknown,36
6,5,20,Nu_Tredecimus,B2B SaaS Motorsport,3052.1594360513227,0,Unknown,36
6,6,1,Theta_Octavus,LDCMWEBLGTBWLS,4908.330272534005,25,Unknown,59
6,6,2,Tau_Undevicesimus,Crashout Formula One,4950.436974342132,18,Unknown,59
6,6,3,Upsilon_Vicesimus,Spanky's Fast Cars,4957.643615386638,15,Unknown,59
6,6,4,Kappa_Decimus,Red Velvet Racing,4957.761267033668,12,Unknown,59
6,6,5,Beta_Secundus,Red Velvet Racing,4960.092870242348,10,Unknown,59
6,6,6,Iota_Nonus,DNF Finishers,4961.821264902401,8,Unknown,59
6,6,7,Zeta_Sextus,Lag's 200 Ping Power,4964.3169035880255,6,Unknown,59
6,6,8,Mu_Duodecimus,Boba Tea Gnarly Automotives,4968.508202326094,4,Unknown,59
6,6,9,Pi_Sedecim,Spanky's Fast Cars,4970.101014246891,2,Unknown,59
6,6,10,Xi_Quattuordecim,LDCMWEBLGTBWLS,4971.282393076769,1,Unknown,59
6,6,11,Alpha_Primus,TurboToast Racing,4973.2135595276195,0,Unknown,59
6,6,12,Lambda_Undecimus,Tapped In Team,4979.203295978456,0,Unknown,59
6,6,13,Omicron_Quindecim,B2B SaaS Motorsport,4982.975317395132,0,Unknown,59
6,6,14,Gamma_Tertius,Boba Tea Gnarly Automotives,4983.978851795901,0,Unknown,59
6,6,15,Rho_Septendecim,Tapped In Team,4985.6997452074065,0,Unknown,59
6,6,16,Nu_Tredecimus,B2B SaaS Motorsport,5157.341662513949,0,Unknown,59
6,6,17,Sigma_Duodevicesimus,TurboToast Racing,13187.181899158522,0,Unknown,59
6,6,18,Eta_Septimus,Crashout Formula One,13188.268577508748,0,Unknown,59
6,6,19,Epsilon_Quintus,Lag's 200 Ping Power,33171.24545837655,0,Unknown,59
6,6,20,Delta_Quartus,DNF Finishers,37786.669262927746,0,Unknown,59
6,7,1,Rho_Septendecim,Tapped In Team,5043.1599684601415,25,Sunny,73
6,7,2,Epsilon_Quintus,Lag's 200 Ping Power,5050.275832485732,18,Sunny,73
6,7,3,Omicron_Quindecim,B2B SaaS Motorsport,5050.441122838639,15,Sunny,73
6,7,4,Lambda_Undecimus,Tapped In Team,5052.909731852451,12,Sunny,73
6,7,5,Mu_Duodecimus,Boba Tea Gnarly Automotives,5055.586703833613,10,Sunny,73
6,7,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,5057.135167751173,8,Sunny,73
6,7,7,Pi_Sedecim,Spanky's Fast Cars,5057.3607843221,6,Sunny,73
6,7,8,Alpha_Primus,TurboToast Racing,5058.859920037673,4,Sunny,73
6,7,9,Zeta_Sextus,Lag's 200 Ping Power,6718.34524692388,2,Sunny,73
6,7,10,Upsilon_Vicesimus,Spanky's Fast Cars,6765.480412778874,1,Sunny,73
6,7,11,Delta_Quartus,DNF Finishers,6800.365678360588,0,Sunny,73
6,7,12,Nu_Tredecimus,B2B SaaS Motorsport,6847.035865118162,0,Sunny,73
6,7,13,Kappa_Decimus,Red Velvet Racing,6854.320864361507,0,Sunny,73
6,7,14,Tau_Undevicesimus,Crashout Formula One,6955.243468009535,0,Sunny,73
6,7,15,Theta_Octavus,LDCMWEBLGTBWLS,7002.687653535133,0,Sunny,73
6,7,16,Beta_Secundus,Red Velvet Racing,10411.830567603249,0,Sunny,73
6,7,17,Sigma_Duodevicesimus,TurboToast Racing,16933.823278834112,0,Sunny,73
6,7,18,Iota_Nonus,DNF Finishers,16957.44918677056,0,Sunny,73
6,7,19,Gamma_Tertius,Boba Tea Gnarly Automotives,40431.647710420235,0,Sunny,73
6,7,20,Eta_Septimus,Crashout Formula One,63698.61988017077,0,Sunny,73
6,8,1,Rho_Septendecim,Tapped In Team,3457.6234381602735,25,Sunny,50
6,8,2,Omicron_Quindecim,B2B SaaS Motorsport,3460.913913198773,18,Sunny,50
6,8,3,Gamma_Tertius,Boba Tea Gnarly Automotives,3460.9605495747,15,Sunny,50
6,8,4,Pi_Sedecim,Spanky's Fast Cars,3465.6069995227936,12,Sunny,50
6,8,5,Lambda_Undecimus,Tapped In Team,3465.7774226377787,10,Sunny,50
6,8,6,Eta_Septimus,Crashout Formula One,3468.828251633599,8,Sunny,50
6,8,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,3468.9967259741898,6,Sunny,50
6,8,8,Zeta_Sextus,Lag's 200 Ping Power,4783.183805435752,4,Sunny,50
6,8,9,Beta_Secundus,Red Velvet Racing,4818.1582303187415,2,Sunny,50
6,8,10,Upsilon_Vicesimus,Spanky's Fast Cars,4835.340952832059,1,Sunny,50
6,8,11,Delta_Quartus,DNF Finishers,4871.1693199302235,0,Sunny,50
6,8,12,Kappa_Decimus,Red Velvet Racing,4916.257086973908,0,Sunny,50
6,8,13,Iota_Nonus,DNF Finishers,4922.384905692814,0,Sunny,50
6,8,14,Theta_Octavus,LDCMWEBLGTBWLS,5010.24563119997,0,Sunny,50
6,8,15,Epsilon_Quintus,Lag's 200 Ping Power,16500.16445787834,0,Sunny,50
6,8,16,Nu_Tredecimus,B2B SaaS Motorsport,22187.7808123103,0,Sunny,50
6,8,17,Alpha_Primus,TurboToast Racing,30462.667123585114,0,Sunny,50
6,8,18,Mu_Duodecimus,Boba Tea Gnarly Automotives,30463.061341430326,0,Sunny,50
6,8,19,Tau_Undevicesimus,Crashout Formula One,44660.46262892844,0,Sunny,50
6,8,20,Sigma_Duodevicesimus,TurboToast Racing,44660.59813685336,0,Sunny,50
6,9,1,Rho_Septendecim,Tapped In Team,4078.021965401117,25,Sunny,59
6,9,2,Epsilon_Quintus,Lag's 200 Ping Power,4080.2471283954224,18,Sunny,59
6,9,3,Gamma_Tertius,Boba Tea Gnarly Automotives,4081.903725537319,15,Sunny,59
6,9,4,Mu_Duodecimus,Boba Tea Gnarly Automotives,4088.0267817694285,12,Sunny,59
6,9,5,Eta_Septimus,Crashout Formula One,4088.160922408369,10,Sunny,59
6,9,6,Alpha_Primus,TurboToast Racing,4090.893227471037,8,Sunny,59
6,9,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,4091.2574144895198,6,Sunny,59
6,9,8,Beta_Secundus,Red Velvet Racing,5598.814766956786,4,Sunny,59
6,9,9,Delta_Quartus,DNF Finishers,5660.637566335898,2,Sunny,59
6,9,10,Nu_Tredecimus,B2B SaaS Motorsport,5663.139627428735,1,Sunny,59
6,9,11,Sigma_Duodevicesimus,TurboToast Racing,5669.764357818792,0,Sunny,59
6,9,12,Iota_Nonus,DNF Finishers,5705.190104269924,0,Sunny,59
6,9,13,Kappa_Decimus,Red Velvet Racing,5707.662798741808,0,Sunny,59
6,9,14,Tau_Undevicesimus,Crashout Formula One,5777.006304987939,0,Sunny,59
6,9,15,Theta_Octavus,LDCMWEBLGTBWLS,5796.856491237923,0,Sunny,59
6,9,16,Zeta_Sextus,Lag's 200 Ping Power,16523.88049690498,0,Sunny,59
6,9,17,Pi_Sedecim,Spanky's Fast Cars,18057.159063778763,0,Sunny,59
6,9,18,Lambda_Undecimus,Tapped In Team,18057.223606183285,0,Sunny,59
6,9,19,Omicron_Quindecim,B2B SaaS Motorsport,25498.812879866822,0,Sunny,59
6,9,20,Upsilon_Vicesimus,Spanky's Fast Cars,49975.755577428754,0,Sunny,59
6,10,1,Tau_Undevicesimus,Crashout Formula One,3977.8420688981355,25,Unknown,49
6,10,2,Upsilon_Vicesimus,Spanky's Fast Cars,4027.689982583102,18,Unknown,49
6,10,3,Kappa_Decimus,Red Velvet Racing,4049.3002621675964,15,Unknown,49
6,10,4,Zeta_Sextus,Lag's 200 Ping Power,4060.8995180807915,12,Unknown,49
6,10,5,Mu_Duodecimus,Boba Tea Gnarly Automotives,4073.218471237122,10,Unknown,49
6,10,6,Alpha_Primus,TurboToast Racing,4083.2677585674232,8,Unknown,49
6,10,7,Sigma_Duodevicesimus,TurboToast Racing,4089.8177494180636,6,Unknown,49
6,10,8,Eta_Septimus,Crashout Formula One,4093.2324528758954,4,Unknown,49
6,10,9,Pi_Sedecim,Spanky's Fast Cars,4099.556543513449,2,Unknown,49
6,10,10,Lambda_Undecimus,Tapped In Team,4104.036563891234,1,Unknown,49
6,10,11,Gamma_Tertius,Boba Tea Gnarly Automotives,4111.69699798269,0,Unknown,49
6,10,12,Omicron_Quindecim,B2B SaaS Motorsport,4115.584008594731,0,Unknown,49
6,10,13,Epsilon_Quintus,Lag's 200 Ping Power,4121.333373422499,0,Unknown,49
6,10,14,Rho_Septendecim,Tapped In Team,4121.498818394619,0,Unknown,49
6,10,15,Nu_Tredecimus,B2B SaaS Motorsport,16052.103212834878,0,Unknown,49
6,10,16,Iota_Nonus,DNF Finishers,28705.397594383197,0,Unknown,49
6,10,17,Theta_Octavus,LDCMWEBLGTBWLS,37011.91442743645,0,Unknown,49
6,10,18,Delta_Quartus,DNF Finishers,40701.65483002085,0,Unknown,49
6,10,19,Xi_Quattuordecim,LDCMWEBLGTBWLS,40701.760699407,0,Unknown,49
6,10,20,Beta_Secundus,Red Velvet Racing,45315.960982162076,0,Unknown,49
7,1,1,Theta_Octavus,LDCMWEBLGTBWLS,4520.777124192258,25,Unknown,55
7,1,2,Tau_Undevicesimus,Crashout Formula One,4577.937520970292,18,Unknown,55
7,1,3,Beta_Secundus,Red Velvet Racing,4599.8530378711785,15,Unknown,55
7,1,4,Upsilon_Vicesimus,Spanky's Fast Cars,4600.138746662067,12,Unknown,55
7,1,5,Kappa_Decimus,Red Velvet Racing,4610.416138944438,10,Unknown,55
7,1,6,Iota_Nonus,DNF Finishers,4612.099340701286,8,Unknown,55
7,1,7,Zeta_Sextus,Lag's 200 Ping Power,4619.051114949594,6,Unknown,55
7,1,8,Xi_Quattuordecim,LDCMWEBLGTBWLS,4621.233064283252,4,Unknown,55
7,1,9,Sigma_Duodevicesimus,TurboToast Racing,4622.290928488705,2,Unknown,55
7,1,10,Lambda_Undecimus,Tapped In Team,4624.490887631045,1,Unknown,55
7,1,11,Alpha_Primus,TurboToast Racing,4627.202722576718,0,Unknown,55
7,1,12,Epsilon_Quintus,Lag's 200 Ping Power,4629.806585358947,0,Unknown,55
7,1,13,Eta_Septimus,Crashout Formula One,4630.205769575853,0,Unknown,55
7,1,14,Gamma_Tertius,Boba Tea Gnarly Automotives,4637.449054189695,0,Unknown,55
7,1,15,Rho_Septendecim,Tapped In Team,4641.421377021823,0,Unknown,55
7,1,16,Nu_Tredecimus,B2B SaaS Motorsport,4811.790647814606,0,Unknown,55
7,1,17,Delta_Quartus,DNF Finishers,20896.690540915835,0,Unknown,55
7,1,18,Pi_Sedecim,Spanky's Fast Cars,20900.612480090815,0,Unknown,55
7,1,19,Mu_Duodecimus,Boba Tea Gnarly Automotives,31016.77178560674,0,Unknown,55
7,1,20,Omicron_Quindecim,B2B SaaS Motorsport,52236.972885251664,0,Unknown,55
7,2,1,Tau_Undevicesimus,Crashout Formula One,5126.58088170905,25,Unknown,61
7,2,2,Kappa_Decimus,Red Velvet Racing,5131.866535109352,18,Unknown,61
7,2,3,Mu_Duodecimus,Boba Tea Gnarly Automotives,5138.7415135472365,15,Unknown,61
7,2,4,Sigma_Duodevicesimus,TurboToast Racing,5139.280398379548,12,Unknown,61
7,2,5,Iota_Nonus,DNF Finishers,5140.504127521288,10,Unknown,61
7,2,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,5141.5640378435455,8,Unknown,61
7,2,7,Zeta_Sextus,Lag's 200 Ping Power,5145.573278918601,6,Unknown,61
7,2,8,Alpha_Primus,TurboToast Racing,5145.946165070576,4,Unknown,61
7,2,9,Pi_Sedecim,Spanky's Fast Cars,5149.156339534213,2,Unknown,61
7,2,10,Delta_Quartus,DNF Finishers,5149.467849656779,1,Unknown,61
7,2,11,Eta_Septimus,Crashout Formula One,5152.281087107047,0,Unknown,61
7,2,12,Gamma_Tertius,Boba Tea Gnarly Automotives,5152.820414091372,0,Unknown,61
7,2,13,Omicron_Quindecim,B2B SaaS Motorsport,5155.818355302093,0,Unknown,61
7,2,14,Epsilon_Quintus,Lag's 200 Ping Power,5157.006667317981,0,Unknown,61
7,2,15,Rho_Septendecim,Tapped In Team,5160.774227669651,0,Unknown,61
7,2,16,Nu_Tredecimus,B2B SaaS Motorsport,5331.909228377647,0,Unknown,61
7,2,17,Upsilon_Vicesimus,Spanky's Fast Cars,25030.435820467635,0,Unknown,61
7,2,18,Theta_Octavus,LDCMWEBLGTBWLS,25032.133417328838,0,Unknown,61
7,2,19,Beta_Secundus,Red Velvet Racing,31482.19738351458,0,Unknown,61
7,2,20,Lambda_Undecimus,Tapped In Team,31482.367148235164,0,Unknown,61
7,3,1,Rho_Septendecim,Tapped In Team,3049.0019280038637,25,Sunny,44
7,3,2,Omicron_Quindecim,B2B SaaS Motorsport,3049.883619841541,18,Sunny,44
7,3,3,Gamma_Tertius,Boba Tea Gnarly Automotives,3050.099859115275,15,Sunny,44
7,3,4,Epsilon_Quintus,Lag's 200 Ping Power,3052.030990107053,12,Sunny,44
7,3,5,Lambda_Undecimus,Tapped In Team,3055.0252386976654,10,Sunny,44
